County,Precinct Short Name,Delegates to County Convention,Long Name,State Delegate Equivalents,Unplaced County,Unplaced Precinct,caucusaddress,caucuscity,caucussite,caucuszip,congressionaldistrict,countycode,entrytype,precinctname
Hardin,ELC,17,Eldora City,1.224,Hardin,,,,,,,,,
Hardin,ET,17,Etna/Clay,1.224,Hardin,,918 - 4th,Ackley,AGWSR High School Common Room,50601,4.0,42.0,MANUAL,Etna Pct
Hardin,HA,12,Hardin/Ellis/Jackson,0.8639999999999999,Hardin,,1124 Union Street,Iowa Falls,Riverbend Middle School,50126,4.0,42.0,AUTO,Hardin/Ellis/Jackson Pct
Hardin,IF1,19,Iowa Falls #1,1.368,Hardin,,1124 Union Street,Iowa Falls,Riverbend Middle School,50126,4.0,42.0,AUTO,Iowa Falls 1 Pct
Hardin,IF2,22,Iowa Falls #2,1.584,Hardin,,1124 Union Street,Iowa Falls,Riverbend Middle School,50126,4.0,42.0,AUTO,Iowa Falls 2 Pct
Harrison,BO,3,Precinct #06-Boyer/Lincoln,0.28,Harrison,,509 Lincolnway St.,Woodbine,Woodbine Methodist Church,51579,5.0,43.0,AUTO,Douglas Lincoln Boyer
Harrison,HS,9,,0.8400000000000001,Harrison,Precinct #02-Pisgah,1102 Iowa Ave,Dunlap,Dunlap School Library,51529,5.0,43.0,AUTO,Harrison Dunlap
Harrison,JA,3,,0.28,Harrison,Precinct #03-Dunlap,398 Front St.,Pisgah,Pisgah Methodist Church,51564,5.0,43.0,AUTO,Jackson Allen Pisgah
Harrison,JF,3,Precinct #09-Jefferson/LaGrange,0.28,Harrison,Precinct #04-Mondamin,304 East 7th Street,Logan,"Extension Office,Logan",51546,5.0,43.0,MANUAL,Calhoun Jefferson Lagrange
Harrison,LO,8,Precinct #10 - Logan,0.7466666666666667,Harrison,Precinct #05-Magnolia,304 East 7th Street,Logan,"Extension Office, Logan",51546,5.0,43.0,AUTO,Logan City
Harrison,LS,2,Precinct #01-Little Sioux,0.18666666666666668,Harrison,,398 Front St.,Pisgah,Pisgah Methodist Church,51564,5.0,43.0,AUTO,Little Sioux
Harrison,MA,5,,0.4666666666666667,Harrison,,372 Magnolia St.,Magnolia,Magnolia Fire Hall,51550,5.0,43.0,AUTO,Magnolia
Harrison,MR,4,,0.37333333333333335,Harrison,Precinct #08-Modale,207 N. Noves Street,Mondamin,Mondamin Christian Church,51557,5.0,43.0,AUTO,Morgan Raglan Mondamin
Harrison,MV,14,Precinct #12 - Missouri Valley,1.3066666666666666,Harrison,,119 North 5th St.,Missouri Valley,Missouri Valley Library,51555,5.0,43.0,AUTO,Missouri Valley City
Harrison,SJ,7,Precinct #11 - St. John,0.6533333333333333,Harrison,,119 North 5th St.,Missouri Valley,Missouri Valley Library,51555,5.0,43.0,AUTO,St John Twp
Harrison,TA,5,,0.4666666666666667,Harrison,,207 N. Noves Street,Mondamin,Mondamin Christian Church,51557,5.0,43.0,AUTO,Clay Taylor Cincinnati Modale
Harrison,WB,8,Precinct #07 - Woodbine,0.7466666666666667,Harrison,,509 Lincolnway St.,Woodbine,Woodbine Methodist Church,51579,5.0,43.0,AUTO,Woodbine City
Harrison,WS,4,,0.37333333333333335,Harrison,Precinct #13-Persia,3824 - 280th St.,Persia,Jeremy and Amy Zacharias Home,51563,5.0,43.0,AUTO,Cass Union Washington Persia
Henry,CE,20,Central Precinct,1.3333333333333333,Henry,,,,,,,,,
Henry,MP1,16,Mt. Pleasant Ward 1,1.0666666666666669,Henry,,307 E. Monroe St.,Mt. Pleasant,Mount Pleasant High School,52641,2.0,44.0,AUTO,Mt Pleasant I
Henry,MP2,18,Mt. Pleasant Ward 2,1.2,Henry,,307 E. Monroe St.,Mt. Pleasant,Mount Pleasant High School,52641,2.0,44.0,AUTO,Mt Pleasant II
Henry,MP3,17,Mt. Pleasant Ward 3,1.1333333333333333,Henry,,307 E. Monroe St.,Mt. Pleasant,Mount Pleasant High School,52641,2.0,44.0,AUTO,Mt Pleasant III
Henry,MP4,13,Mt. Pleasant Ward 4,0.8666666666666667,Henry,,307 E. Monroe St.,Mt. Pleasant,Mount Pleasant High School,52641,2.0,44.0,AUTO,Mt Pleasant Pct IV
Henry,NE,13,Northeast Precinct,0.8666666666666667,Henry,,208 S. Olive,Winfield,Winfield Mt. Union High School/Small Gym,52659,2.0,44.0,AUTO,Northeast Precinct
Henry,NW,13,Northwest Precinct,0.8666666666666667,Henry,,218 West Main St.,Wayland,Wayland Community Center,52654,2.0,44.0,AUTO,Northwest Precinct
Henry,SE,30,Southeast Precinct,2.0,Henry,,101 Jack Wilson Dr.,New London,New London High School/ Band Room,52654,2.0,44.0,AUTO,Southeast Precinct
Henry,SW,10,Southwest Precinct,0.6666666666666666,Henry,,412 E Jackson St,Salem,Salem Elementary School,52649,2.0,44.0,AUTO,Southwest Precinct
Howard,AF,6,Afton/Howard/Paris,0.8571428571428571,Howard,,,,,,4.0,45.0,AUTO,Afton Howard Paris II
Howard,AL,3,Albion/Forest City,0.42857142857142855,Howard,,,,,,4.0,45.0,AUTO,Albion Forest City
Howard,CR1A,2,Cresco 1 A,0.2857142857142857,Howard,,1020 - 2nd Ave SE,Cresco,Northeast Iowa Community College - Cresco Center,52136,4.0,45.0,AUTO,Cresco 1A
Howard,CR1B,5,Vernon Springs,0.7142857142857142,Howard,,1020 - 2nd Ave SE,Cresco,Northeast Iowa Community,52136,4.0,45.0,MANUAL,Vernon Springs Cresco 1B
Howard,CR2,6,Cresco 2,0.8571428571428571,Howard,,1020 - 2nd Ave SE,Cresco,Northeast Iowa Community College - Cresco Center,52136,4.0,45.0,AUTO,Cresco 2
Howard,CR3,5,Cresco 3,0.7142857142857142,Howard,,1020 - 2nd Ave SE,Cresco,Northeast Iowa Community College - Cresco Center,52136,4.0,45.0,AUTO,Cresco 3
Howard,NO,3,New Oregon,0.42857142857142855,Howard,,,,,,4.0,45.0,AUTO,New Oregon Paris I
Howard,RJO,2,Jamestown/Oakdale,0.2857142857142857,Howard,,,,,,,,,
Howard,SHC,3,Saratoga/Howard Ctr/Chest,0.42857142857142855,Howard,,,,,,,,,
Humboldt,A-NW,3,Avery-North Weaver,0.26666666666666666,Humboldt,,,,,,,,,
Humboldt,D-W-NR,3,Delana-Wacousta-North Rutland,0.26666666666666666,Humboldt,,,,,,,,,
Humboldt,DC-GR,5,Dakota City-Grove,0.4444444444444445,Humboldt,,,,,,,,,
Humboldt,H-WV,2,Humboldt-West Vernon,0.17777777777777778,Humboldt,,,,,,,,,
Humboldt,H1-C-SW,10,Humboldt 1-Corinth-South Weaver,0.8888888888888891,Humboldt,,,,,,,,,
Humboldt,H2-B-SN,9,Humboldt 2-Beaver-South Norway,0.8,Humboldt,,,,,,,,,
Humboldt,H3-SR,10,Humboldt 3-South Rutland,0.8888888888888891,Humboldt,,,,,,,,,
Humboldt,NL-EV,2,North Lake-East Vernon,0.17777777777777778,Humboldt,,,,,,,,,
Humboldt,SL-NN,1,South Lake-North Norway,0.08888888888888889,Humboldt,,,,,,,,,
Ida,BL,2,City of Battle Creek &amp; Grant Township,0.3,Ida,City of Arthur,519 Maple,Holstein,Calva Holstein H.S.,51025,5.0,47.0,AUTO,Blaine Hayes S1/2 Silver Creek
Ida,GG,6,,0.8999999999999999,Ida,,519 Maple,Holstein,Calva Holstein H.S.,51025,5.0,47.0,AUTO,Griggs Douglas
Ida,GV,1,,0.15,Ida,City of Galva,519 Maple,Holstein,Calva Holstein H.S.,51025,5.0,47.0,AUTO,Galva N1/2 Silver Creek
Ida,IG1,2,Ida Grove Ward 1,0.3,Ida,City of Holstein,519,Holstein,Calva Holstein H.S.,51025,5.0,47.0,MANUAL,Ida Grove 1
Ida,IG2,2,Ida Grove Ward 2,0.3,Ida,,519 Maple,Holstein,Calva Holstein H.S.,51025,5.0,47.0,AUTO,Ida Grove 2
Ida,IG3,3,Ida Grove Ward 3,0.45,Ida,,519 Maple,Holstein,Calva Holstein H.S.,51025,5.0,47.0,AUTO,Ida Grove 3 Corwin
Ida,MP,4,,0.6,Ida,,519 Maple,Holstein,Calva Holstein H.S.,51025,5.0,47.0,AUTO,Maple Garfield Grant Battle Logan
Iowa,DA,3,Dayton/English I,0.30000000000000004,Iowa,,North of 310 St House,Millersburg,Millersburg School,52308,3.0,48.0,AUTO,Dayton English 1
Iowa,EN,6,English II,0.6000000000000001,Iowa,,200 S MainSt,North English,North English City Hall,52316,3.0,48.0,MANUAL,English 2
Iowa,FM,8,Fillmore/Greene,0.8,Iowa,,200 S MainSt,North English,North English City Hall,52316,3.0,48.0,MANUAL,Fillmore Greene
Iowa,HC,3,Honey Creek/Marengo Rural,0.30000000000000004,Iowa,,1387A Ave,Belle Plaine,Alice & Dan DeRycke,52208,3.0,48.0,AUTO,Honey Creek Marengo Washington
Iowa,HL,6,Hartford II/Lincoln,0.6000000000000001,Iowa,,707 2nd St.,Victor,Victor City Hall,52347,3.0,48.0,AUTO,Hartford 2 Lincoln
Iowa,HS,3,Hartford I/Sumner,0.30000000000000004,Iowa,,707 2nd St.,Victor,Victor City Hall,52347,3.0,48.0,AUTO,Hartford 1 Sumner
Iowa,HT,8,Hilton/Washington,0.8,Iowa,,550 7th Avenue,Conroy,Hilton Hall,52220,3.0,48.0,AUTO,Hilton Iowa
Iowa,LX,20,Lenox/Iowa,2.0,Iowa,,3023-220th trl,Middle Amana,Amana Elementary Lunchroom,52307,3.0,48.0,AUTO,Lenox
Iowa,MR,14,Marengo City,1.4,Iowa,,359 E Hilton,Marengo,Marengo High School Media Center,52301,3.0,48.0,AUTO,Marengo City
Iowa,PI,6,Pilot/Troy/York,0.6000000000000001,Iowa,,810 Walnut St.,Williamsburg,Williamsburg Highschool,52361,3.0,48.0,MANUAL,Pilot Troy York
Iowa,WM,23,Williamsburg,2.3000000000000003,Iowa,,810 West Walnut Street,Williamsburg,High School,52361,3.0,48.0,AUTO,Williamsburg City
Jackson,1,13,Jackson 01,2.2285714285714286,Jackson,,1601 State St.,Bellevue,Bellevue High School Library,52031,1.0,49.0,AUTO,Pct 01
Jackson,10,2,Jackson 10,0.3428571428571429,Jackson,,439 Wilson St.,Miles,East Central High School,52064,1.0,49.0,AUTO,Pct 10
Jackson,11,2,Jackson 11,0.3428571428571429,Jackson,,439 Wilson St.,Miles,East Central High School,52064,1.0,49.0,AUTO,Pct 11
Jackson,12,4,Jackson 12,0.6857142857142857,Jackson,,200 E Locust St.,Maquoketa,Maquoketa Middle School,52060,1.0,49.0,AUTO,Pct 12
Jackson,13,3,Jackson 13,0.5142857142857142,Jackson,,200 E Locust St.,Maquoketa,Maquoketa Middle School,52060,1.0,49.0,AUTO,Pct 13
Jackson,14,4,Jackson 14,0.6857142857142857,Jackson,,200 E Locust St.,Maquoketa,Maquoketa Middle School,52060,1.0,49.0,AUTO,Pct 14
Jackson,15,5,Jackson 15,0.8571428571428572,Jackson,,200 E Locust St.,Maquoketa,Maquoketa Middle School,52060,1.0,49.0,AUTO,Pct 15
Jackson,16,6,Jackson 16,1.0285714285714285,Jackson,,200 E Locust St.,Maquoketa,Maquoketa Middle School,52060,1.0,49.0,AUTO,Pct 16
Jackson,2,3,Jackson 02,0.5142857142857142,Jackson,,1601 State St.,Bellevue,Bellevue High School Library,52031,1.0,49.0,AUTO,Pct 02
Jackson,3,3,Jackson 03,0.5142857142857142,Jackson,,1601 State St.,Bellevue,Bellevue High School Library,52031,1.0,49.0,AUTO,Pct 03
Jackson,4,4,Jackson 04,0.6857142857142857,Jackson,,15025 Bellevue-Cascade rd.,Zwingle,Steve and Mary Stroyan Residence,52079,1.0,49.0,AUTO,Pct 04
Jackson,5,3,Jackson 05,0.5142857142857142,Jackson,,200 E Locust St.,Maquoketa,Maquoketa Middle School,52060,1.0,49.0,AUTO,Pct 05
Jackson,6,4,Jackson 06,0.6857142857142857,Jackson,,13 South Marion St.,Maquoketa,Andrew High School Cafeteria,52060,1.0,49.0,AUTO,Pct 06
Jackson,7,6,Jackson 07,1.0285714285714285,Jackson,,200 E Locust St.,Maquoketa,Maquoketa Middle School,52060,1.0,49.0,AUTO,Pct 07
Jackson,8,3,Jackson 08,0.5142857142857142,Jackson,,1601 State St.,Bellevue,Bellevue High School Library,52031,1.0,49.0,AUTO,Pct 08
Jackson,9,5,Jackson 09,0.8571428571428572,Jackson,,439 Wilson St.,Miles,East Central High School,52064,1.0,49.0,AUTO,Pct 09
Jasper,CF-1,4,Colfax Ward 1,0.46,Jasper,,,,,,,,,
Jasper,CF-2,5,Colfax Ward 2,0.5750000000000001,Jasper,,,,,,,,,
Jasper,CF-3,4,Colfax Ward 3,0.46,Jasper,,,,,,,,,
Jasper,CP,9,Clear Creek/Poweshiek,1.035,Jasper,,202 E State,Baxter,Baxter Community SchoolCafeteria,50028,3.0,50.0,AUTO,Clearcreek Poweshiek  Cp
Jasper,DM,11,Des Moines,1.265,Jasper,,704 SMonroe,Praire City,PCM Middle School Library,50228,3.0,50.0,MANUAL,Des Moines  Dm
Jasper,EL,4,Elk Creek/Lynngrove,0.46,Jasper,,,,,,,,,
Jasper,FV,13,Fairview,1.495,Jasper,,704 SMonroe,Praire City,PCM Middle School Library,50228,3.0,50.0,MANUAL,Fairview Fv
Jasper,HR,17,HG/K/RC/BV/RL,1.955,Jasper,,1900N 5th Ave E,Newton,Berg Middle School Cafeteria,50208,3.0,50.0,MANUAL,Hickory Grove Hr
Jasper,IMM,12,Indep/Malaka/Mariposa,1.38,Jasper,,,,,,,,,
Jasper,MW,6,Mound Prairie/Washington,0.6900000000000001,Jasper,,704 S Monroe,Praire City,PCM Middle SchoolLibrary,50228,3.0,50.0,MANUAL,Mound Prairie Washington  Mw
Jasper,NS,13,Newton/Sherman,1.495,Jasper,,1900 N 5th Ave E,Newton,Berg Middle SchoolCafeteria,50208,3.0,50.0,MANUAL,Newton Sherman  Ns
Jasper,NT1-1,13,Newton 1-1,1.495,Jasper,,,,,,,,,
Jasper,NT1-2,10,Newton 1-2,1.15,Jasper,,,,,,,,,
Jasper,NT2-1,14,Newton 2-1,1.61,Jasper,,,,,,,,,
Jasper,NT2-2,11,Newton 2-2,1.265,Jasper,,,,,,,,,
Jasper,NT3-1,14,Newton 3-1,1.61,Jasper,,,,,,,,,
Jasper,NT3-2,10,Newton 3-2,1.15,Jasper,,,,,,,,,
Jasper,NT4-1,16,Newton 4-1,1.84,Jasper,,,,,,,,,
Jasper,NT4-2,9,Newton 4-2,1.035,Jasper,,,,,,,,,
Jasper,PA,5,Palo Alto,0.5750000000000001,Jasper,,1900 N 5th Ave E,Newton,Berg Middle School Cafeteria,50208,3.0,50.0,AUTO,Palo Alto  Pa
Jefferson,BH-PO,1,Blackhawk-Polk-Packwood,0.21818181818181814,Jefferson,,,,,,,,,
Jefferson,BU,2,Buchanan Township,0.4363636363636363,Jefferson,,605 EBroadway Ave,Fairfield,Fairfield Sr. High School,52556,2.0,51.0,MANUAL,Buchanan
Jefferson,CT,8,Center-Cedar-Maharishi Vedic City,1.7454545454545454,Jefferson,,605 EBroadway Ave,Fairfield,Fairfield Sr. High School,52556,2.0,51.0,MANUAL,Center Cedar
Jefferson,DM,1,Des Moines-Liberty-Libertyville,0.21818181818181814,Jefferson,,605 E Broadway,Fairfield,Fairfield Sr. HighSchool,52556,2.0,51.0,MANUAL,Des Moines Liberty
Jefferson,FF1,9,Fairfield 1st Ward,1.963636363636364,Jefferson,,605 EBroadway,Fairfield,Fairfield Sr. High School,52556,2.0,51.0,MANUAL,Fairfield 1
Jefferson,FF2,11,Fairfield 2nd Ward,2.4,Jefferson,,605 EBroadway,Fairfield,Fairfield Sr. High School,52556,2.0,51.0,MANUAL,Fairfield 2
Jefferson,FF3,4,Fairfield 3rd Ward,0.8727272727272727,Jefferson,,605 EBroadway,Fairfield,Fairfield Sr. High School,52556,2.0,51.0,MANUAL,Fairfield 3
Jefferson,FF4,8,Fairfield 4th Ward,1.7454545454545454,Jefferson,,605 EBroadway,Fairfield,Fairfield Sr. High School,52556,2.0,51.0,MANUAL,Fairfield 4
Jefferson,FF5,7,Fairfield 5th Ward,1.5272727272727271,Jefferson,,605 EBroadway,Fairfield,Fairfield Sr. High School,52556,2.0,51.0,MANUAL,Fairfield 5
Jefferson,LG,1,Locust Grove-Batavia,0.21818181818181814,Jefferson,,1006 3rdSt,Batavia,Senior Center,52533,2.0,51.0,MANUAL,Locust Grove
Jefferson,PN,1,Penn-Pleasant Plain,0.21818181818181814,Jefferson,,,,,,,,,
Jefferson,WLR,2,Lockridge-Round Prairie-Walnut-Lockridge City-Coppock,0.4363636363636363,Jefferson,,,,,,,,,
Johnson,BG,4,BIG GROVE TOWNSHIP,1.62,Johnson,,600 W. 5th St.,Solon,Solon High School,52333,2.0,52.0,AUTO,Big Grove
Johnson,CC,8,CLEAR CREEK/TIFFIN,3.24,Johnson,,311 West Marengo Road,Tiffin,Clear Creek/Amana H.S.,52340,2.0,52.0,MANUAL,Clear Creek
Johnson,CE,1,CEDAR TOWNSHIP,0.405,Johnson,,600 W. 5th St.,Solon,Solon High School,52333,2.0,52.0,AUTO,Cedar
Johnson,CV.01,9,CORALVILLE 01,3.645000000000001,Johnson,,1220First Avenue,Coralville,Coralville Holiday Inn,52241,2.0,52.0,MANUAL,Coralville 01
Johnson,CV.02,8,CORALVILLE 02,3.24,Johnson,,1220First Avenue,Coralville,Coralville Holiday Inn,52241,2.0,52.0,MANUAL,Coralville 02
Johnson,CV.03,5,CORALVILLE 03,2.0250000000000004,Johnson,,1220 First Avenue,Coralville,Coralville Holiday Inn,52241,2.0,52.0,AUTO,Coralville 03
Johnson,CV.04,7,CORALVILLE 04,2.835,Johnson,,1220First Avenue,Coralville,Coralville Holiday Inn,52241,2.0,52.0,MANUAL,Coralville 04
Johnson,CV.05,7,CORALVILLE 05,2.835,Johnson,,1220First Avenue,Coralville,Coralville Holiday Inn,52241,2.0,52.0,MANUAL,Coralville 05
Johnson,CV.06,10,CORALVILLE 06,4.050000000000002,Johnson,,1220First Avenue,Coralville,Coralville Holiday Inn,52241,2.0,52.0,MANUAL,Coralville 06
Johnson,CV.07,9,CORALVILLE 07,3.645000000000001,Johnson,,,,,,,,,
Johnson,FR,4,FREMONT-LINCOLN (INCLUDES,1.62,Johnson,,303 S DevoeSt.,Lone Tree,Lone Tree Elementary,52755,2.0,52.0,MANUAL,Fremont
Johnson,GR,1,GRAHAM TOWNSHIP,0.405,Johnson,,600 West 5th St.,Solon,Solon High School,52240,2.0,52.0,AUTO,Graham
Johnson,HD,1,HARDIN TOWNSHIP,0.405,Johnson,,230 W. Wilson St.,Oxford,Oxford Elementary,52322,2.0,52.0,AUTO,Hardin
Johnson,HS,2,HILLS,0.81,Johnson,,,,,,,,,
Johnson,IC.01,12,IOWA CITY 01,4.86,Johnson,,611 Greenwood Dr.,Iowa City,Roosevelt Elementary Media Center,52240,2.0,52.0,AUTO,Iowa City 01
Johnson,IC.02,10,IOWA CITY 02,4.050000000000002,Johnson,,600 Koser Avenue,Iowa City,Horn Elementary Media Center,52246,2.0,52.0,AUTO,Iowa City 02
Johnson,IC.03,7,IOWA CITY 03,2.835,Johnson,,130 N. Madison St.,Iowa City,Iowa Memorial Union,52242,2.0,52.0,AUTO,Iowa City 03
Johnson,IC.04,10,IOWA CITY 04,4.050000000000002,Johnson,,300 Teeters Court,Iowa City,Lincoln Elementary,52246,2.0,52.0,AUTO,Iowa City 04
Johnson,IC.05,9,IOWA CITY 05,3.645000000000001,Johnson,,130 N. Madison St.,Iowa City,Iowa Memorial Union,52242,2.0,52.0,AUTO,Iowa City 05
Johnson,IC.06,11,IOWA CITY 06,4.455,Johnson,,2501 Bradford Dr.,Iowa City,SE Junior High Media Center,52240,2.0,52.0,AUTO,Iowa City 06
Johnson,IC.07,8,IOWA CITY 07,3.24,Johnson,,2901 Melrose Ave,Iowa City,West High School Band Room,52246,2.0,52.0,AUTO,Iowa City 07
Johnson,IC.08,10,IOWA CITY 08,4.050000000000002,Johnson,,3850 Rohret Rd.,Iowa City,Weber Elementary,52246,2.0,52.0,AUTO,Iowa City 08
Johnson,IC.09,9,IOWA CITY 09,3.645000000000001,Johnson,,2901 Melrose Ave,Iowa City,West High School Room 112,52246,2.0,52.0,AUTO,Iowa City 09
Johnson,IC.10,7,IOWA CITY 10/ELSW,2.835,Johnson,,130 N. Madison St.,Iowa City,Iowa Memorial Union,52242,2.0,52.0,AUTO,Iowa City 10
Johnson,IC.11,8,IOWA CITY 11,3.24,Johnson,,130 N. Madison St.,Iowa City,Iowa Memorial Union,52242,2.0,52.0,AUTO,Iowa City 11
Johnson,IC.12,9,IOWA CITY 12/EAST LUCAS SE,3.645000000000001,Johnson,,1930 Lakeside Drive,Iowa City,Grant Wood Elementary,52240,2.0,52.0,AUTO,Iowa City 12
Johnson,IC.13,7,IOWA CITY 13,2.835,Johnson,,611 Greenwood Dr.,Iowa City,Roosevelt Elementary Room 14,52240,2.0,52.0,AUTO,Iowa City 13
Johnson,IC.14,9,IOWA CITY 14,3.645000000000001,Johnson,,1355 Deforest Ave.,Iowa City,Twain Elementary Media Center,52240,2.0,52.0,AUTO,Iowa City 14
Johnson,IC.15,6,IOWA CITY 15,2.43,Johnson,,1355 Deforest Ave.,Iowa City,"Twain Elementary Room 21, 24 or 25",52240,2.0,52.0,AUTO,Iowa City 15
Johnson,IC.16,11,IOWA CITY 16,4.455,Johnson,,830 Southlawn Drive,Iowa City,Robert Lucas Elementary,52240,2.0,52.0,AUTO,Iowa City 16
Johnson,IC.17,12,IOWA CITY 17,4.86,Johnson,,2200 East Court,Iowa City,Hoover Elementary MediaCenter,52240,2.0,52.0,MANUAL,Iowa City 17
Johnson,IC.18,12,IOWA CITY 18,4.86,Johnson,,1130 Seymour Ave.,Iowa City,Longfellow Elementary,52240,2.0,52.0,AUTO,Iowa City 18
Johnson,IC.19,7,IOWA CITY 19,2.835,Johnson,,130 N. Madison St.,Iowa City,Iowa Memorial Union Penn State Room,52242,2.0,52.0,AUTO,Iowa City 19
Johnson,IC.20,9,IOWA CITY 20,3.645000000000001,Johnson,,521 N Dodge Street,Iowa City,Horace Mann,52245,2.0,52.0,AUTO,Iowa City 20
Johnson,IC.21,10,IOWA CITY 21,4.050000000000002,Johnson,,521 N Dodge Street,Iowa City,Horace Mann,52245,2.0,52.0,AUTO,Iowa City 21
Johnson,IC.22,8,IOWA CITY 22,3.24,Johnson,,1400 Grisell Place,Iowa City,Shimek Elementary Media Center,52240,2.0,52.0,AUTO,Iowa City 22
Johnson,IC.23,12,IOWA CITY 23,4.86,Johnson,,1900 Morningside Dr.,Iowa City,Iowa City High School,52245,2.0,52.0,AUTO,Iowa City 23
Johnson,IC.24,12,IOWA CITY 24,4.86,Johnson,,1900 Morningside Dr.,Iowa City,Iowa City High School,52245,2.0,52.0,AUTO,Iowa City 24
Johnson,JE,5,JEFFERSON EAST/SHUEYVILLE,2.0250000000000004,Johnson,,3271 Sandy Breach,Solon,Camp Io-Dis-E-Ca,52333,2.0,52.0,AUTO,Jefferson East
Johnson,JW,5,JW/MN/SW,2.0250000000000004,Johnson,,3271 Sandy Breach,Solon,Camp Io-Dis-E-Ca,52333,2.0,52.0,AUTO,Jefferson West
Johnson,LB,2,LIBERTY-PLEASANT VALLEY,0.81,Johnson,,301 MainStreet,Hills,Hills Elementary,52235,2.0,52.0,MANUAL,Liberty
Johnson,NL.01,7,NORTH LIBERTY 01,2.835,Johnson,,180 E. Forevergreen Rd.,North Liberty,Noth Central Junior High Gym,52317,2.0,52.0,AUTO,North Liberty 01
Johnson,NL.02,7,NORTH LIBERTY 02,2.835,Johnson,,180 E. Forevergreen Rd.,North Liberty,North Central Junior High Cafeteria,52317,2.0,52.0,AUTO,North Liberty 02
Johnson,NL.03,9,NORTH LIBERTY 03 (PW),3.645000000000001,Johnson,,,,,,,,,
Johnson,NL.04,6,NORTH LIBERTY 04,2.43,Johnson,,,,,,,,,
Johnson,NL.05,6,NORTH LIBERTY 05,2.43,Johnson,,,,,,,,,
Johnson,NL.06,11,NL06/MADISON /CCN,4.455,Johnson,,,,,,,,,
Johnson,NP,7,NEWPORT TOWNSHIP,2.835,Johnson,,600 W. 5th St.,Solon,Solon High School,52333,2.0,52.0,AUTO,Newport
Johnson,OX,3,OXFORD TOWNSHIP/OXFORD,1.215,Johnson,,230 W. Wilson St.,Oxford,Oxford Elementary,52322,2.0,52.0,AUTO,Oxford
Johnson,PN,10,PENN/ EAST LUCAS NORTH,4.050000000000002,Johnson,,230 N Dubuque St.,North Liberty,Penn Elementary,52317,2.0,52.0,AUTO,Penn
Johnson,SC,4,SCOTT TWP-WEST BRANCH,1.62,Johnson,,2501 Bradford Dr.,Iowa City,SE Junior High Room 215,52240,2.0,52.0,AUTO,Scott
Johnson,SN,1,SHARON TOWNSHIP,0.405,Johnson,,4892 Kansas Ave SW,Sharon,Weeber Pavilion,50025,2.0,52.0,AUTO,Sharon
Johnson,SO,6,SOLON,2.43,Johnson,,600 W. 5th St.,Solon,Solon High School,52333,2.0,52.0,AUTO,Solon
Johnson,UH,4,UNION TOWNSHIP,1.62,Johnson,,600 Koser Avenue,Iowa City,Horn Elementary,52246,2.0,52.0,AUTO,University Heights
Johnson,UN,2,UNIVERSITY HEIGHTS,0.81,Johnson,,2901 Melrose Ave,Iowa City,West High School,52246,2.0,52.0,AUTO,Union
Johnson,WL,3,WASHINGTON TOWNSHIP,1.215,Johnson,,301 Main Street,Hills,Hills Elementary,52235,2.0,52.0,AUTO,West Lucas
Johnson,WS,1,WEST LUCAS TOWNSHIP,0.405,Johnson,,5318 Derby Ave SW,Washington,Washington Township School,52353,2.0,52.0,AUTO,Washington
Jones ,ANN,9,,1.44,,,,,,,,,,
Jones ,ANS,13,,2.08,,,,,,,,,,
Jones ,CGLW,8,,1.28,,,,,,,,,,
Jones ,FV,8,,1.28,,,,,,,,,,
Jones ,GF,3,,0.48,,,,,,,,,,
Jones ,MN1,4,,0.64,,,,,,,,,,
Jones ,MN2,4,,0.64,,,,,,,,,,
Jones ,MN3,4,,0.64,,,,,,,,,,
Jones ,MN4,4,,0.64,,,,,,,,,,
Jones ,OX,2,,0.32,,,,,,,,,,
Jones ,RLWS,4,,0.64,,,,,,,,,,
Jones ,ROHA,5,,0.8,,,,,,,,,,
Jones ,SGMC,4,,0.64,,,,,,,,,,
Jones ,WY,3,,0.48,,,,,,,,,,
Keokuk,AD,2,Adams,0.22857142857142854,Keokuk,,124 S. Iron St.,Keswick,Keswick City Hall,50136,3.0,54.0,AUTO,Adams
Keokuk,BN,3,Benton/Steady Run,0.3428571428571429,Keokuk,,Main Street,Hedrick,American Legion,52563,3.0,54.0,AUTO,Benton Steady Run
Keokuk,ER,4,English River/Liberty,0.4571428571428571,Keokuk,,502 Broadway,South English,Modern Telephone Coop,52335,3.0,54.0,AUTO,English River Liberty
Keokuk,JA,1,Jackson,0.11428571428571427,Keokuk,,100 E. MainStreet,Richland,Richland Public Library,52585,3.0,54.0,MANUAL,Jackson
Keokuk,LC,1,East/West Lancaster,0.11428571428571427,Keokuk,,17891 - 270th St.,Sigourney,Richard & Ann Kerkove,52591,3.0,54.0,AUTO,East West Lancaster
Keokuk,LF/CC,6,Lafayette/Clear Creek,0.6857142857142857,Keokuk,,,,,,,,,
Keokuk,PR,1,Prairie,0.11428571428571427,Keokuk,,124 S. Iron Street,Keswick,Keswick City Hall,50136,3.0,54.0,AUTO,Prairie
Keokuk,RL,2,Richland,0.22857142857142854,Keokuk,,100 E. Main Street,Richland,Richland Public Library,52585,3.0,54.0,AUTO,Richland
Keokuk,SG1,2,Sigourney 1st Ward,0.22857142857142854,Keokuk,,120 N. Jefferson,Sigourney,Court House - Supervisors Room,52591,3.0,54.0,AUTO,Sigourney 1
